Pedido;SKU;DataSolicitacao;DataExpedicao;Qtd;Status;Transportadora;Episodio;Destino
22053;EPI0318;02/07/2023;02/07/2023;121;Faturado;VelozLog;Endereçamento Automático;Brasília-011
22054;EPI0263;11/02/2023;13/02/2023;23;Aguardando;VelozLog;Devolução por Desistência;Brasília-043
22055;EPI0040;08/06/2024;11/06/2024;104;Faturado;VelozLog;Produto Substituído;BH-083
22056;EPI0276;04/11/2024;07/11/2024;77;Faturado;LogiExpress;Endereçamento Automático;Brasília-027
22057;EPI0448;27/11/2024;27/11/2024;18;Faturado;LogiExpress;Inventário com Divergência;Curitiba-099
22058;EPI0131;10/04/2025;12/04/2025;7;Faturado;VelozLog;Devolução por Avaria;BH-028
22059;EPI0434;27/02/2023;27/02/2023;13;Faturado;LogiExpress;Devolução por Desistência;Curitiba-033
22060;EPI0371;25/09/2023;27/09/2023;20;Faturado;TransBrasil;Falta de Estoque;Curitiba-049
22061;EPI0160;24/11/2023;25/11/2023;41;Faturado;TransBrasil;Endereçamento Manual;Brasília-056
22062;EPI0147;11/01/2025;12/01/2025;35;Faturado;CargasRápidas;Devolução por Troca;BH-096
22063;EPI0099;19/06/2024;22/06/2024;58;Faturado;CargasRápidas;Entrada em Quarentena;BH-077
22064;EPI0446;01/04/2025;02/04/2025;37;Faturado;VelozLog;Pedido Cancelado;São Paulo-062
22065;EPI0430;25/08/2023;27/08/2023;63;Faturado;CargasRápidas;Produto Próximo ao Vencimento;Rio-075
22066;EPI0452;21/06/2024;24/06/2024;18;Parcial;TransBrasil;Devolução por Troca;Rio-053
22067;EPI0068;08/03/2024;10/03/2024;29;Faturado;CargasRápidas;Pedido Urgente;São Paulo-053
22068;EPI0277;24/07/2025;27/07/2025;32;Faturado;LogiExpress;Separação Manual;BH-054
22069;EPI0321;11/11/2023;14/11/2023;8;Faturado;LogiExpress;Falta de Estoque;São Paulo-025
22070;EPI0136;18/04/2023;19/04/2023;20;Faturado;VelozLog;Separação com Erro de SKU;Brasília-029
22071;EPI0449;04/01/2025;05/01/2025;14;Faturado;CargasRápidas;Devolução por Desistência;São Paulo-095
22072;EPI0195;21/02/2024;24/02/2024;4;Faturado;TransBrasil;Produto Vencido;Curitiba-076
22073;EPI0381;25/08/2024;26/08/2024;22;Faturado;TransBrasil;Pedido Cancelado;São Paulo-037
22074;EPI0051;26/02/2023;27/02/2023;27;Faturado;VelozLog;Embalagem com Lacre;BH-017
22075;EPI0421;01/04/2023;02/04/2023;38;Faturado;LogiExpress;Pedido Cancelado;Brasília-073
22076;EPI0172;07/02/2025;08/02/2025;65;Faturado;CargasRápidas;Endereçamento Manual;Rio-082
22077;EPI0359;05/02/2023;05/02/2023;94;Faturado;CargasRápidas;Separação com Erro de SKU;São Paulo-036
22078;EPI0486;29/01/2025;31/01/2025;14;Cancelado;CargasRápidas;Entrada em Quarentena;Curitiba-020
22079;EPI0065;16/02/2025;19/02/2025;9;Faturado;TransBrasil;Produto Vencido;BH-065
22080;EPI0242;06/04/2023;09/04/2023;41;Faturado;CargasRápidas;Pedido Urgente;Brasília-023
22081;EPI0331;18/09/2023;20/09/2023;46;Faturado;LogiExpress;Pedido Urgente;São Paulo-005
22082;EPI0074;08/06/2024;11/06/2024;78;Faturado;CargasRápidas;Produto Substituído;São Paulo-023
22083;EPI0438;01/04/2024;03/04/2024;49;Faturado;CargasRápidas;Recebimento Normal;BH-015
22084;EPI0456;15/07/2025;18/07/2025;19;Faturado;LogiExpress;Inventário com Divergência;BH-028
22085;EPI0176;08/05/2023;08/05/2023;29;Aguardando;CargasRápidas;Pedido Parcial;Brasília-022
22086;EPI0180;06/02/2023;09/02/2023;30;Faturado;LogiExpress;Separação com Erro de SKU;Rio-006
22087;EPI0192;18/06/2023;19/06/2023;25;Faturado;LogiExpress;Inventário com Divergência;São Paulo-080
22088;EPI0311;03/02/2025;06/02/2025;21;Faturado;LogiExpress;Falta de Estoque;Rio-062
22089;EPI0300;19/02/2025;19/02/2025;24;Faturado;VelozLog;Endereçamento Automático;São Paulo-078
22090;EPI0021;09/02/2025;11/02/2025;41;Faturado;CargasRápidas;Falta de Estoque;Rio-025
22091;EPI0492;10/11/2023;13/11/2023;29;Faturado;LogiExpress;Recebimento Parcial;Rio-035
22092;EPI0253;15/04/2023;17/04/2023;22;Aguardando;VelozLog;Pedido Parcial;Rio-082
22093;EPI0120;23/02/2025;24/02/2025;28;Faturado;VelozLog;Divergência de Quantidade;Curitiba-016
22094;EPI0376;08/03/2023;09/03/2023;27;Faturado;CargasRápidas;Devolução por Troca;BH-085
22095;EPI0440;18/01/2024;19/01/2024;18;Faturado;LogiExpress;Pedido Urgente;Rio-054
22096;EPI0422;07/05/2024;07/05/2024;24;Faturado;CargasRápidas;Embalagem com Lacre;BH-080
22097;EPI0084;14/03/2024;14/03/2024;24;Faturado;TransBrasil;Produto Vencido;Brasília-047
22098;EPI0174;10/11/2023;10/11/2023;75;Faturado;LogiExpress;Produto Vencido;Rio-024
22099;EPI0462;07/11/2023;07/11/2023;20;Faturado;TransBrasil;Endereçamento Manual;São Paulo-088
22100;EPI0054;14/03/2025;14/03/2025;38;Faturado;VelozLog;Endereçamento Automático;BH-081
22101;EPI0359;30/10/2024;31/10/2024;6;Faturado;LogiExpress;Embalagem com Etiqueta de Transporte;São Paulo-020
22102;EPI0477;01/02/2025;02/02/2025;75;Faturado;TransBrasil;Recebimento Parcial;São Paulo-089
22103;EPI0409;27/10/2023;27/10/2023;41;Faturado;LogiExpress;Pedido Cancelado;Rio-028
22104;EPI0459;27/07/2025;30/07/2025;13;Faturado;CargasRápidas;Endereçamento Manual;Rio-025
22105;EPI0143;28/07/2023;28/07/2023;66;Faturado;LogiExpress;Produto Vencido;Brasília-034
22106;EPI0406;25/01/2025;27/01/2025;21;Faturado;LogiExpress;Etiqueta Faltando;Curitiba-062
22107;EPI0064;18/02/2024;21/02/2024;30;Faturado;TransBrasil;Separação Manual;Rio-056
22108;EPI0405;17/05/2023;18/05/2023;12;Faturado;VelozLog;Pedido Urgente;Curitiba-099
22109;EPI0301;12/02/2023;12/02/2023;9;Parcial;CargasRápidas;Pedido Urgente;Brasília-062
22110;EPI0385;28/02/2025;02/03/2025;7;Faturado;LogiExpress;Produto Substituído;São Paulo-094
22111;EPI0367;26/05/2025;26/05/2025;30;Aguardando;CargasRápidas;Entrada em Quarentena;BH-039
22112;EPI0247;13/02/2025;13/02/2025;8;Faturado;CargasRápidas;Recebimento Parcial;São Paulo-058
22113;EPI0477;28/10/2023;28/10/2023;5;Faturado;CargasRápidas;Embalagem com Lacre;Curitiba-002
22114;EPI0181;09/04/2025;12/04/2025;23;Faturado;VelozLog;Separação com Erro de SKU;Curitiba-021
22115;EPI0032;22/06/2023;24/06/2023;10;Faturado;LogiExpress;Separação Manual;BH-044
22116;EPI0124;17/01/2023;18/01/2023;37;Faturado;CargasRápidas;Produto Vencido;São Paulo-052
22117;EPI0018;28/07/2023;30/07/2023;12;Faturado;CargasRápidas;Recebimento Normal;Rio-035
22118;EPI0406;05/05/2025;06/05/2025;32;Faturado;CargasRápidas;Separação Manual;São Paulo-058
22119;EPI0225;09/09/2023;09/09/2023;41;Aguardando;CargasRápidas;Recebimento com Avaria;BH-097
22120;EPI0133;04/03/2023;04/03/2023;37;Faturado;CargasRápidas;Pedido Parcial;BH-030
22121;EPI0369;12/09/2024;14/09/2024;6;Aguardando;CargasRápidas;Recebimento Normal;BH-051
22122;EPI0265;27/05/2023;28/05/2023;27;Faturado;VelozLog;Separação com Erro de SKU;Brasília-028
22123;EPI0332;14/10/2024;17/10/2024;28;Aguardando;LogiExpress;Produto Substituído;Brasília-044
22124;EPI0413;06/09/2023;06/09/2023;13;Aguardando;CargasRápidas;Pedido Parcial;Brasília-096
22125;EPI0393;25/08/2023;27/08/2023;6;Faturado;TransBrasil;Separação Manual;São Paulo-060
22126;EPI0196;28/10/2023;30/10/2023;38;Faturado;LogiExpress;Produto Próximo ao Vencimento;Curitiba-048
22127;EPI0425;29/10/2023;29/10/2023;36;Faturado;TransBrasil;Endereçamento Automático;Curitiba-088
22128;EPI0399;06/12/2024;08/12/2024;9;Faturado;LogiExpress;Divergência de Quantidade;Curitiba-046
22129;EPI0043;07/08/2023;10/08/2023;49;Faturado;LogiExpress;Produto Substituído;Rio-003
22130;EPI0269;26/12/2023;29/12/2023;29;Faturado;LogiExpress;Embalagem com Lacre;São Paulo-032
22131;EPI0052;03/04/2023;06/04/2023;33;Faturado;TransBrasil;Inventário Cíclico;São Paulo-021
22132;EPI0477;23/01/2024;26/01/2024;29;Faturado;CargasRápidas;Divergência de Quantidade;Curitiba-087
22133;EPI0081;05/03/2024;08/03/2024;47;Aguardando;TransBrasil;Endereçamento Manual;Rio-041
22134;EPI0491;14/02/2023;14/02/2023;25;Cancelado;VelozLog;Produto Substituído;Rio-009
22135;EPI0091;07/02/2025;09/02/2025;15;Faturado;VelozLog;Divergência de Validade;BH-022
22136;EPI0414;13/07/2025;16/07/2025;19;Faturado;TransBrasil;Recebimento com Avaria;Brasília-070
22137;EPI0067;31/01/2025;31/01/2025;34;Faturado;TransBrasil;Recebimento com Avaria;Brasília-011
22138;EPI0004;16/07/2024;16/07/2024;23;Faturado;LogiExpress;Devolução por Avaria;Rio-076
22139;EPI0205;15/03/2024;16/03/2024;13;Faturado;LogiExpress;Recebimento com Avaria;Curitiba-098
22140;EPI0036;11/06/2023;11/06/2023;9;Faturado;CargasRápidas;Recebimento Normal;BH-095
22141;EPI0340;06/06/2024;08/06/2024;76;Faturado;LogiExpress;Devolução por Desistência;Brasília-028
22142;EPI0236;25/03/2024;25/03/2024;16;Faturado;CargasRápidas;Recebimento com Avaria;Rio-096
22143;EPI0237;26/07/2024;29/07/2024;43;Faturado;CargasRápidas;Divergência de Validade;BH-049
22144;EPI0491;21/02/2025;21/02/2025;33;Faturado;LogiExpress;Separação Manual;Curitiba-093
22145;EPI0467;27/04/2025;28/04/2025;30;Faturado;CargasRápidas;Divergência de Validade;Curitiba-089
22146;EPI0255;14/01/2023;17/01/2023;28;Aguardando;CargasRápidas;Devolução por Avaria;Brasília-061
22147;EPI0396;07/03/2025;09/03/2025;21;Faturado;CargasRápidas;Entrada em Quarentena;São Paulo-052
22148;EPI0290;15/01/2025;15/01/2025;29;Faturado;TransBrasil;Divergência de Quantidade;BH-034
22149;EPI0220;10/08/2024;10/08/2024;14;Faturado;CargasRápidas;Embalagem com Etiqueta de Transporte;São Paulo-004
22150;EPI0356;02/07/2024;02/07/2024;23;Faturado;VelozLog;Endereçamento Manual;Brasília-048
22151;EPI0424;02/07/2024;03/07/2024;34;Faturado;CargasRápidas;Devolução por Avaria;Brasília-034
22152;EPI0335;01/03/2023;04/03/2023;13;Faturado;VelozLog;Pedido Cancelado;Brasília-011
22153;EPI0231;19/07/2025;22/07/2025;66;Faturado;VelozLog;Devolução por Avaria;Curitiba-036
22154;EPI0355;12/04/2023;15/04/2023;28;Faturado;CargasRápidas;Falta de Estoque;Brasília-004
22155;EPI0359;09/03/2023;09/03/2023;33;Faturado;LogiExpress;Produto Próximo ao Vencimento;Brasília-086
22156;EPI0297;04/08/2024;04/08/2024;42;Faturado;CargasRápidas;Produto Vencido;Brasília-057
22157;EPI0262;14/04/2023;16/04/2023;28;Faturado;TransBrasil;Falta de Estoque;Rio-015
22158;EPI0465;30/10/2023;01/11/2023;43;Faturado;VelozLog;Endereçamento Automático;Brasília-072
22159;EPI0288;09/02/2023;09/02/2023;20;Faturado;TransBrasil;Embalagem com Etiqueta de Transporte;BH-059
22160;EPI0351;16/04/2025;18/04/2025;39;Faturado;TransBrasil;Produto Próximo ao Vencimento;São Paulo-028
22161;EPI0068;13/10/2023;16/10/2023;8;Aguardando;VelozLog;Pedido Urgente;Rio-028
22162;EPI0059;13/04/2025;14/04/2025;61;Faturado;LogiExpress;Endereçamento Automático;São Paulo-038
22163;EPI0365;13/01/2023;15/01/2023;23;Faturado;CargasRápidas;Falta de Estoque;Curitiba-086
22164;EPI0252;24/06/2024;27/06/2024;18;Faturado;CargasRápidas;Inventário Cíclico;São Paulo-097
22165;EPI0149;22/05/2023;24/05/2023;41;Faturado;TransBrasil;Inventário com Divergência;Curitiba-094
22166;EPI0383;23/03/2025;24/03/2025;9;Faturado;TransBrasil;Pedido Parcial;Curitiba-016
22167;EPI0334;23/01/2024;23/01/2024;22;Faturado;TransBrasil;Inventário Cíclico;Curitiba-062
22168;EPI0130;05/09/2023;07/09/2023;18;Faturado;CargasRápidas;Pedido Parcial;Rio-075
22169;EPI0268;15/05/2024;16/05/2024;32;Faturado;LogiExpress;Pedido Cancelado;São Paulo-059
22170;EPI0231;17/05/2025;19/05/2025;29;Faturado;TransBrasil;Etiqueta Faltando;Rio-063
22171;EPI0130;18/11/2023;20/11/2023;11;Faturado;TransBrasil;Devolução por Desistência;Curitiba-043
22172;EPI0443;04/02/2023;06/02/2023;59;Faturado;TransBrasil;Divergência de Quantidade;BH-017
22173;EPI0281;06/02/2024;08/02/2024;43;Faturado;CargasRápidas;Produto Próximo ao Vencimento;Rio-039
22174;EPI0202;27/07/2024;27/07/2024;23;Faturado;TransBrasil;Separação com Erro de SKU;BH-080
22175;EPI0368;23/04/2025;25/04/2025;60;Faturado;TransBrasil;Falta de Estoque;Rio-077
22176;EPI0224;21/10/2024;23/10/2024;26;Aguardando;CargasRápidas;Etiqueta Faltando;Brasília-072
22177;EPI0156;10/01/2025;12/01/2025;27;Faturado;CargasRápidas;Divergência de Validade;Brasília-054
22178;EPI0054;02/06/2024;05/06/2024;12;Faturado;CargasRápidas;Devolução por Avaria;Brasília-028
22179;EPI0477;20/04/2023;22/04/2023;8;Faturado;VelozLog;Recebimento Parcial;São Paulo-052
22180;EPI0148;29/08/2023;29/08/2023;35;Faturado;TransBrasil;Pedido Parcial;São Paulo-058
22181;EPI0017;14/05/2023;16/05/2023;53;Aguardando;LogiExpress;Inventário com Divergência;Rio-018
22182;EPI0229;09/03/2024;09/03/2024;44;Faturado;TransBrasil;Produto Vencido;BH-071
22183;EPI0238;21/01/2024;22/01/2024;34;Faturado;VelozLog;Recebimento Normal;São Paulo-081
22184;EPI0298;23/01/2023;24/01/2023;67;Faturado;VelozLog;Etiqueta Faltando;BH-008
22185;EPI0151;20/09/2024;21/09/2024;20;Faturado;TransBrasil;Falta de Estoque;Rio-091
22186;EPI0441;12/01/2024;12/01/2024;21;Faturado;LogiExpress;Divergência de Quantidade;Brasília-077
22187;EPI0444;19/04/2024;22/04/2024;7;Faturado;CargasRápidas;Pedido Parcial;Brasília-062
22188;EPI0490;13/02/2025;16/02/2025;44;Faturado;VelozLog;Etiqueta Faltando;Brasília-014
22189;EPI0002;05/10/2024;07/10/2024;17;Faturado;CargasRápidas;Divergência de Validade;BH-007
22190;EPI0238;10/02/2023;10/02/2023;27;Faturado;LogiExpress;Inventário Cíclico;Brasília-095
22191;EPI0254;06/02/2023;06/02/2023;12;Faturado;VelozLog;Pedido Parcial;Rio-017
22192;EPI0156;03/01/2024;06/01/2024;36;Parcial;LogiExpress;Endereçamento Manual;Rio-016
22193;EPI0095;19/10/2023;20/10/2023;15;Faturado;CargasRápidas;Recebimento com Avaria;Brasília-024
22194;EPI0320;08/06/2023;11/06/2023;58;Faturado;VelozLog;Produto Próximo ao Vencimento;Brasília-016
22195;EPI0205;20/12/2023;22/12/2023;12;Faturado;CargasRápidas;Pedido Parcial;BH-005
22196;EPI0045;08/12/2024;09/12/2024;51;Cancelado;TransBrasil;Divergência de Validade;Brasília-007
22197;EPI0261;04/08/2023;04/08/2023;22;Faturado;LogiExpress;Etiqueta Faltando;Brasília-022
22198;EPI0406;13/02/2025;16/02/2025;26;Faturado;CargasRápidas;Devolução por Troca;São Paulo-080
22199;EPI0406;23/07/2025;26/07/2025;67;Aguardando;LogiExpress;Devolução por Avaria;Curitiba-075
22200;EPI0135;11/03/2024;13/03/2024;28;Faturado;LogiExpress;Recebimento Normal;Brasília-007
22201;EPI0196;24/02/2023;25/02/2023;34;Parcial;LogiExpress;Devolução por Desistência;Brasília-005
22202;EPI0341;25/10/2023;26/10/2023;28;Parcial;LogiExpress;Separação com Erro de SKU;Brasília-070
22203;EPI0405;18/07/2024;19/07/2024;17;Faturado;LogiExpress;Separação Manual;Rio-062
22204;EPI0456;09/01/2023;10/01/2023;91;Aguardando;CargasRápidas;Separação com Erro de SKU;BH-070
22205;EPI0191;15/03/2024;15/03/2024;15;Faturado;LogiExpress;Embalagem com Etiqueta de Transporte;São Paulo-016
22206;EPI0118;19/07/2024;20/07/2024;58;Faturado;CargasRápidas;Endereçamento Manual;BH-050
22207;EPI0143;05/10/2023;07/10/2023;7;Faturado;CargasRápidas;Produto Vencido;Brasília-062
22208;EPI0111;03/02/2023;04/02/2023;22;Faturado;LogiExpress;Embalagem com Lacre;BH-079
22209;EPI0246;19/08/2023;22/08/2023;31;Faturado;VelozLog;Separação Manual;Rio-011
22210;EPI0386;13/02/2024;14/02/2024;63;Faturado;CargasRápidas;Embalagem com Etiqueta de Transporte;Brasília-024
22211;EPI0208;01/07/2025;03/07/2025;3;Faturado;LogiExpress;Divergência de Quantidade;São Paulo-076
22212;EPI0286;01/12/2023;04/12/2023;23;Faturado;CargasRápidas;Inventário com Divergência;Curitiba-013
22213;EPI0235;06/12/2024;09/12/2024;20;Cancelado;TransBrasil;Endereçamento Manual;Rio-049
22214;EPI0137;14/06/2023;16/06/2023;57;Aguardando;LogiExpress;Separação com Erro de SKU;São Paulo-087
22215;EPI0286;13/02/2025;14/02/2025;35;Faturado;CargasRápidas;Produto Vencido;Rio-051
22216;EPI0275;11/05/2024;13/05/2024;36;Faturado;CargasRápidas;Inventário com Divergência;Rio-019
22217;EPI0389;12/04/2025;13/04/2025;12;Faturado;VelozLog;Inventário com Divergência;Rio-072
22218;EPI0001;09/06/2024;12/06/2024;27;Aguardando;VelozLog;Produto Vencido;São Paulo-062
22219;EPI0380;30/09/2024;03/10/2024;36;Aguardando;VelozLog;Pedido Cancelado;Curitiba-056
22220;EPI0007;03/03/2024;04/03/2024;66;Faturado;VelozLog;Recebimento com Avaria;São Paulo-029
22221;EPI0244;11/09/2024;12/09/2024;33;Faturado;TransBrasil;Recebimento com Avaria;São Paulo-021
22222;EPI0172;10/05/2024;10/05/2024;15;Faturado;TransBrasil;Inventário Cíclico;Curitiba-044
22223;EPI0073;24/04/2023;26/04/2023;13;Faturado;CargasRápidas;Pedido Parcial;Rio-058
22224;EPI0230;17/01/2024;20/01/2024;30;Faturado;VelozLog;Devolução por Troca;BH-017
22225;EPI0340;14/10/2023;15/10/2023;22;Faturado;CargasRápidas;Recebimento Parcial;Curitiba-037
22226;EPI0134;09/08/2024;10/08/2024;21;Faturado;TransBrasil;Etiqueta Faltando;Brasília-097
22227;EPI0216;22/07/2023;24/07/2023;21;Faturado;CargasRápidas;Etiqueta Faltando;Curitiba-017
22228;EPI0099;19/06/2024;22/06/2024;11;Faturado;VelozLog;Divergência de Validade;BH-048
22229;EPI0359;16/07/2023;18/07/2023;53;Faturado;CargasRápidas;Embalagem com Etiqueta de Transporte;Rio-044
22230;EPI0309;19/10/2023;22/10/2023;19;Faturado;CargasRápidas;Divergência de Quantidade;Rio-086
22231;EPI0074;21/12/2024;21/12/2024;15;Faturado;CargasRápidas;Separação com Erro de SKU;Rio-001
22232;EPI0298;03/07/2024;06/07/2024;17;Aguardando;CargasRápidas;Embalagem com Etiqueta de Transporte;BH-089
22233;EPI0324;18/06/2025;18/06/2025;38;Faturado;TransBrasil;Pedido Parcial;Curitiba-049
22234;EPI0098;23/05/2024;25/05/2024;43;Faturado;VelozLog;Divergência de Quantidade;São Paulo-083
22235;EPI0004;03/08/2024;04/08/2024;22;Faturado;LogiExpress;Embalagem com Lacre;Curitiba-071
22236;EPI0497;01/01/2024;02/01/2024;14;Faturado;CargasRápidas;Pedido Parcial;BH-032
22237;EPI0168;17/05/2025;18/05/2025;41;Faturado;TransBrasil;Produto Vencido;Curitiba-029
22238;EPI0350;04/11/2024;07/11/2024;25;Faturado;TransBrasil;Recebimento Normal;BH-061
22239;EPI0009;27/02/2025;27/02/2025;44;Faturado;TransBrasil;Devolução por Troca;Rio-051
22240;EPI0071;20/08/2023;21/08/2023;14;Faturado;CargasRápidas;Separação com Erro de SKU;Rio-065
22241;EPI0006;12/07/2025;14/07/2025;8;Faturado;VelozLog;Devolução por Desistência;Brasília-034
22242;EPI0415;11/06/2024;12/06/2024;50;Faturado;VelozLog;Inventário Cíclico;Curitiba-073
22243;EPI0219;21/04/2023;23/04/2023;25;Faturado;TransBrasil;Inventário com Divergência;Curitiba-010
22244;EPI0263;18/02/2024;20/02/2024;16;Faturado;TransBrasil;Produto Substituído;Curitiba-007
22245;EPI0295;01/08/2024;03/08/2024;55;Faturado;VelozLog;Produto Vencido;Rio-075
22246;EPI0323;08/09/2024;08/09/2024;78;Faturado;LogiExpress;Pedido Parcial;Curitiba-023
22247;EPI0290;16/01/2025;16/01/2025;59;Faturado;CargasRápidas;Devolução por Desistência;São Paulo-060
22248;EPI0056;31/12/2023;02/01/2024;10;Faturado;TransBrasil;Produto Próximo ao Vencimento;Brasília-068
22249;EPI0180;23/01/2024;23/01/2024;35;Faturado;CargasRápidas;Inventário com Divergência;BH-083
22250;EPI0400;15/12/2023;18/12/2023;30;Faturado;TransBrasil;Divergência de Quantidade;São Paulo-091
22251;EPI0419;03/11/2023;04/11/2023;34;Faturado;VelozLog;Devolução por Troca;Rio-055
22252;EPI0369;14/11/2024;16/11/2024;22;Faturado;LogiExpress;Etiqueta Faltando;Brasília-082
22253;EPI0063;02/04/2024;03/04/2024;13;Faturado;VelozLog;Separação com Erro de SKU;Rio-009
22254;EPI0405;06/12/2024;07/12/2024;52;Faturado;TransBrasil;Endereçamento Automático;Rio-071
22255;EPI0339;19/01/2023;20/01/2023;52;Faturado;LogiExpress;Devolução por Avaria;BH-013
22256;EPI0448;01/08/2024;01/08/2024;51;Faturado;CargasRápidas;Devolução por Desistência;BH-097
22257;EPI0081;12/11/2024;12/11/2024;50;Faturado;VelozLog;Etiqueta Faltando;Rio-034
22258;EPI0220;07/02/2025;08/02/2025;36;Faturado;VelozLog;Divergência de Validade;São Paulo-033
22259;EPI0294;13/06/2024;15/06/2024;41;Faturado;CargasRápidas;Separação Manual;Brasília-036
22260;EPI0460;23/10/2024;24/10/2024;55;Faturado;LogiExpress;Inventário Cíclico;Curitiba-020
22261;EPI0202;22/10/2023;25/10/2023;48;Faturado;VelozLog;Inventário Cíclico;Rio-026
22262;EPI0377;03/04/2025;05/04/2025;73;Aguardando;TransBrasil;Produto Substituído;Curitiba-017
22263;EPI0325;23/06/2024;25/06/2024;30;Aguardando;VelozLog;Separação Manual;Rio-020
22264;EPI0405;16/04/2023;19/04/2023;25;Faturado;CargasRápidas;Pedido Urgente;Curitiba-064
22265;EPI0238;16/07/2023;17/07/2023;40;Parcial;TransBrasil;Pedido Cancelado;Rio-016
22266;EPI0159;19/07/2023;20/07/2023;65;Faturado;VelozLog;Pedido Urgente;BH-064
22267;EPI0103;29/04/2023;02/05/2023;21;Faturado;LogiExpress;Inventário Cíclico;São Paulo-059
22268;EPI0074;04/11/2024;05/11/2024;37;Aguardando;TransBrasil;Inventário Cíclico;Rio-050
22269;EPI0195;27/09/2024;27/09/2024;26;Faturado;TransBrasil;Recebimento Parcial;BH-027
22270;EPI0162;17/03/2025;18/03/2025;3;Faturado;VelozLog;Inventário Cíclico;Rio-086
